Region,BlockNumber,BlockName,SiteID,SiteName,SampleDate,YearSample,SiteSurveyed,TransectNumber,TransectSampled,TransectPosition,VerticalLength,DistanceCross,QuadratMultiplier,QuadratPosition,QuadratPosition_Overridden,QuadratLength,QuadratHeight,Area,CoreQualifier,QuadQualifier,Primary,Numadd,CoreCount,Notes
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,Yes - Site Surveyed,8,Y,36.96,4.3,1.5,0.36,1.54,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,Yes - Site Surveyed,9,Y,41.96,4.2,2.1,0.52,2.18,No,25,25,0.0625,No Mussels,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_01,Kukak,7/14/2022,2022,Yes - Site Surveyed,10,Y,46.96,5.6,1,0.76,4.25,No,25,25,0.0625,Mussels Present,Mussels Present,Y,1,2,"sea star count for site: 3 Dermasterias, 15 Pisaster/Evasterias"
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,1,Y,4.2,19,6.8,.,4.6,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,site note: mussels extend to both sides of the horizontal tx and below 0MLLW
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,2,Y,9.2,21.1,11.4,.,15,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,3,Y,14.2,21.7,11.2,.,10.9,UNK,10,10,0.01,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,4,Y,19.2,19.2,15.6,.,5.9,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,5,Y,24.2,17.9,11.95,.,15.8,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,6,Y,29.2,14.1,9.9,.,6.1,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,7,Y,34.2,10.5,7.1,.,4.1,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,8,Y,39.2,9.6,6.85,.,7.1,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,9,Y,44.2,9.2,5.65,.,3.6,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2008,2008,Yes,10,Y,49.2,12.7,8.1,.,8,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,1,Y,0,67,0,0.03,2,UNK,12.5,12.5,0.0156,No Mussels,Mussels Present,Y,0,1,Field data sheet says in 2 places that this was 67m long not 6.7m with sampling position at 2.0  1st 30m fucus dom. implemented 1m w/out mussel sighting rule to lay vertical transects at this site. 0 considered top of bed for vert tx.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,2,Y,5,23.6,0,0.03,0.71,UNK,10,10,0.01,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,3,Y,10,22.2,0,0.48,10.6,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,4,Y,15,18.9,0,0.4,7.5,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,5,Y,20,19,0,0.78,14.6,UNK,12.5,12.5,0.0156,No Mussels,Mussels Present,Y,0,1,core = 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,6,Y,25,18.3,0,0.55,10.1,UNK,8,8,0.0064,Mussels Present,Mussels Present,Y,0,1,on data sheet quad dimensions given as .08m2.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,7,Y,30,10.6,0,0.67,7.1,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,on data sheet quad dimensions given as .125x.129. Assuming the .129 is a mistake.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,8,Y,35,9.4,0,0.6,5.6,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,9,Y,40,11.1,0,0.61,6.8,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/10/2009,2009,Yes,10,Y,45,14.5,0,0.53,7.68,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,core = 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,1,Y,2.57,14.6,12.2,0.22,3.21,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,2,Y,7.57,17.2,14.12,0.61,10.49,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,3,Y,12.57,13.8,11.4,0.53,7.31,UNK,12.5,12.5,0.0156,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,4,Y,17.57,9.52,9.52,0.01,0.1,UNK,25,25,0.0625,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,5,Y,22.57,2.7,0,0.17,0.46,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,6,Y,27.57,0,0,0.89,0,UNK,.,.,.,No Mussels,Not Sampled,Y,0,1,no mussels observed. No quad/core actually sampled
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,7,Y,32.57,0,0,0.77,0,UNK,.,.,.,No Mussels,Not Sampled,Y,0,1,no mussels observed. No quad/core actually sampled
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,8,Y,37.57,0,0,0.4,0,UNK,.,.,.,No Mussels,Not Sampled,Y,0,1,no mussels observed. No quad/core actually sampled
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,9,Y,42.57,1,1,0.6,0,UNK,.,.,.,No Mussels,Not Sampled,Y,0,1,no mussels observed. No quad/core actually sampled
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2010,2010,Yes,10,Y,47.57,2.43,2.43,0.84,2.04,UNK,25,25,0.0625,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,1,Y,2.6,0,0,0.55,0,UNK,.,.,1,Mussels Present,No Mussels,Y,0,1,0 mussels <20mm
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,2,Y,7.6,0,0,0.32,0,UNK,.,.,1,Mussels Present,No Mussels,Y,0,1,0 mussels <20mm
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,3,Y,12.6,0,0,0.72,0,UNK,.,.,1,Mussels Present,No Mussels,Y,0,1,0 mussels <20mm
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,4,Y,17.6,0,0,0.91,0,UNK,.,.,1,Not Sampled,Mussels Present,N,0,0,"""bare rock, 1 mussel <20mm in quad"""
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,5,Y,22.6,0,0,0.05,0,UNK,.,.,1,Not Sampled,No Mussels,N,0,0,0 mussels <20mm
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,6,Y,27.6,0,0,0.57,0,UNK,.,.,1,No Mussels,No Mussels,Y,0,1,0 mussels <20mm
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,7,Y,32.6,0,0,0.75,0,UNK,.,.,1,Not Sampled,No Mussels,N,0,0,0 mussels <20mm
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,8,Y,37.6,0,0,0.29,0,UNK,.,.,1,Not Sampled,No Mussels,N,0,0,0 mussels <20mm
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,9,Y,42.6,0,0,0.3,0,UNK,.,.,1,Not Sampled,No Mussels,N,0,0,0 mussels <20mm
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2012,2012,Yes,10,Y,47.6,0,0,0.13,0,UNK,.,.,1,Not Sampled,No Mussels,N,0,0,0 mussels <20mm
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,1,Y,1.93,0.3,1.2,0.58,2.11,UNK,100,100,1,Mussels Present,Mussels Present,Y,0,1,"tx 1, 5, 10 sketched out in detail illustrating 'gap' rule. The gap rule was not yet followed, as tx 1 should have only been to 0.3m but was called 3.65. So this quad/core were sampled outside the defined area of the bed according to the gap rule. quad/core sampled outside area of bed according to gap rule"
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,2,Y,6.93,6.8,5.1,0.46,3.1,UNK,100,100,1,No Mussels,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,3,Y,11.93,11.5,9.7,0.48,5.5,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,4,Y,16.93,0,0,0.67,0,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,no mussels from horizontal to +-1m so quad was placed at intersection of vert and horizontal transects
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,5,Y,21.93,0,0,0.12,0,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,"""no mussels from horizontal to +-1m so quad was placed at intersection of vert and horizontal transects. Mussels extend, with gaps, to beyond 68m (apparently to 0mllw at 75m)"""
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,6,Y,26.93,0,0,0.43,0,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,no mussels from horizontal to +-1m so quad was placed at intersection of vert and horizontal transects
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,7,Y,31.93,0,0,0.25,0,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,no mussels from horizontal to +-1m so quad was placed at intersection of vert and horizontal transects
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,8,Y,36.93,0,0,0.22,0,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,no mussels from horizontal to +-1m so quad was placed at intersection of vert and horizontal transects
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,9,Y,41.93,0,0,0.86,0,UNK,100,100,1,Not Sampled,No Mussels,N,0,0,no mussels from horizontal to +-1m so quad was placed at intersection of vert and horizontal transects
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/9/2013,2013,Yes,10,Y,46.93,4.4,4.4,0.27,1.2,UNK,100,100,1,Mussels Present,Mussels Present,Y,0,1,"""mussels extend, with gaps, to below 168m (apparently to 0mllw at 172m)"""
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,1,Y,3.41,19.5,13.05,0.65,12.68,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,8,9,small urchins and katharina abundant in tide pools
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,2,Y,8.41,10.9,5.35,0.46,5.01,UNK,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,"""tide pools limiting factor in mussel bed size, otherwise mussels above tape very extensive"""
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,3,Y,13.41,15.7,14.05,0.28,4.4,UNK,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,depth of mussels at core 30-35 mm for all Tx (mussels on mussels then mussels on barnacles)
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,4,Y,18.41,11.6,0,0.34,7.7,UNK,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,low tide was supposed to be at 11:30am but really was closer to 12:30pm. Low was ~-1.3m as indicated in GPS
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,5,Y,23.41,0,0,0.67,0,UNK,100,100,1,No Mussels,No Mussels,Y,8,9,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,6,Y,28.41,0,0,0.83,0,UNK,100,100,1,No Mussels,No Mussels,Y,8,9,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,7,Y,33.41,0,0,0.76,0,UNK,100,100,1,No Mussels,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,8,Y,38.41,0,0,0.59,0,UNK,100,100,1,No Mussels,No Mussels,Y,8,9,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,9,Y,43.41,10.95,9.9,0.24,2.63,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/15/2014,2014,Yes,10,Y,48.41,24.4,21.4,0.01,0.24,UNK,50,50,0.25,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,1,Y,4.2,20.8,12.7,0.08,1.66,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,"""transects 1-6 length measured, quads 1-4 sampled on 5 july, site sampling completed the following day. No mussels below 20.8m."""
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,2,Y,9.2,19.3,16,0.51,9.84,UNK,50,50,0.25,No Mussels,Mussels Present,Y,8,9,deteriorating weather required leaving site prior to completion on 5 july. Site was completed the following day. No mussels below 19.3m. The quad was in a tidepool.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,3,Y,14.2,15.4,14.2,0.1,1.54,UNK,12.5,12.5,0.0156,No Mussels,Mussels Present,Y,4,5,No mussels below 15.4m.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,4,Y,19.2,13.05,11.8,0.42,5.4,UNK,6.25,12.5,0.0078,Mussels Present,Mussels Present,Y,1,2,No mussels below 13.05m.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,5,Y,24.2,0,0,0.23,0,UNK,.,.,.,Not Sampled,Not Sampled,N,0,0,"""not sampled, no mussels within 1 m of horizontal. Mussels above."""
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,6,Y,29.2,1.9,1.67,0.22,0.42,UNK,100,100,1,No Mussels,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,7,Y,34.2,0,0,0.15,0,UNK,100,100,1,Mussels Present,Mussels Present,Y,8,9,"""no mussels within 1m of horizontal, but many past 1m."""
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,8,Y,39.2,3.8,3.05,0.49,1.86,UNK,50,50,0.25,No Mussels,Mussels Present,Y,8,9,"""more mussels above and below vertical, but not within 1m."""
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,9,Y,44.2,40.1,0,0.57,22.9,UNK,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/5/2015,2015,Yes,10,Y,49.2,11.2,9.2,0.4,4.48,UNK,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,few mussels below 11.2m.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,1,Y,2.3,53.8,50.8,0.31,16.67,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,On many of these transects there are gaps of up to 30m (between F and H.)
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,2,Y,7.3,43.8,40.6,0.25,10.95,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,6,7,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,3,Y,12.3,33,24.2,0.81,26.73,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,4,Y,17.3,4.3,0,0.05,0.21,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,5,Y,22.3,12.9,12.7,0.41,5.29,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,8,9,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,6,Y,27.3,1.7,0,0.98,1.67,No,100,100,1,No Mussels,Mussels Present,Y,8,9,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,7,Y,32.7,0,0,0.52,0,No,100,100,1,No Mussels,Mussels Present,Y,8,9,0 mussels in P and A cores.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,8,Y,37.3,0,0,0.08,0,No,100,100,1,No Mussels,Mussels Present,Y,8,9,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,9,Y,42.3,0,0,0.69,0,No,100,100,1,No Mussels,Mussels Present,Y,8,9,0 mussels in P core.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/6/2016,2016,Yes - Site Surveyed,10,Y,47.3,21.7,20.9,0.15,3.26,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,1,Y,0.33,11.6,9.9,0.7,8.12,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,Hard to read data sheet for F & L.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,2,Y,5.33,6.4,5.5,0.06,0.38,No,25,25,0.0625,Mussels Present,Mussels Present,Y,4,5,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,3,Y,10.33,34.9,28.6,0.2,6.98,No,50,100,0.5,Mussels Present,Mussels Present,Y,8,9,No mussels in primary.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,4,Y,15.33,6.4,0.4,0.29,1.85,No,50,100,0.5,Mussels Present,Mussels Present,Y,5,6,Cannot read what value of L is. Looks like 5.2 but that is to short.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,5,Y,20.33,15.8,14.3,0.94,14.85,No,50,50,0.25,Mussels Present,Mussels Present,Y,8,9,No mussels in primary.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,6,Y,25.33,0,0,0.85,0,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,No mussels in primary.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,7,Y,30.33,5.2,2.4,0.31,1.61,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,Cannot read what value of L is. Looks like 5.2 but that is to short.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,8,Y,35.33,19.65,19.2,0.69,13.55,No,25,25,0.0625,Mussels Present,Mussels Present,Y,2,3,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,9,Y,40.33,2.8,1.6,0.29,0.81,No,100,100,1,No Mussels,Mussels Present,Y,8,9,No mussels in primary.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,6/26/2017,2017,Yes - Site Surveyed,10,Y,45.33,0.6,0,0.32,0.19,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,1,Y,3.68,25.2,14.2,0.7,13.35,Yes,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,Used wrong random; used 0.53. Mussels below zero.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,2,Y,8.68,61.1,51.8,0.53,42.77,Yes,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,Used wrong random; used 0.7. Mussels below zero.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,3,Y,13.68,71.3,64.95,0.57,40.64,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,2,3,Mussels below zero.
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,4,Y,18.68,19.6,13.8,0.28,5.48,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,5,Y,23.68,78.1,71.9,0.3,23.43,No,25,25,0.0625,Mussels Present,Mussels Present,Y,6,7,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,6,Y,28.68,18.2,14.8,0.77,14.01,No,50,50,0.25,Mussels Present,Mussels Present,Y,3,4,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,7,Y,33.68,60.8,57.45,0.01,0.18,Yes,50,50,0.25,No Mussels,Mussels Present,Y,8,9,Quadrat placed in wrong position. Distance cross (H)=57.45
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,8,Y,38.68,1.4,1.4,0.76,1.06,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,0,1,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,9,Y,43.68,68.7,65.4,0.81,55.64,No,25,25,0.0625,Mussels Present,Mussels Present,Y,2,3,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2018,2018,Yes - Site Surveyed,10,Y,48.68,11.6,7.5,0.7,8.12,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,1,2,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,1,Y,3.35,68.4,55.1,0.53,36.25,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,2,Y,8.35,25.7,14,0.57,14.64,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,3,Y,13.35,75,63.7,0.28,21,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,1,2,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,4,Y,18.35,77.1,68.8,0.3,23.13,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,5,Y,23.35,70.2,70,0.77,54.05,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,6,Y,28.35,19.5,15,0.01,0.19,No,100,100,1,Mussels Present,Mussels Present,Y,8,9,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,7,Y,33.35,78.6,75.5,0.76,59.73,No,25,50,0.125,Mussels Present,Mussels Present,Y,8,9,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,8,Y,38.35,50.8,41.3,0.81,41.14,No,25,25,0.0625,Mussels Present,Mussels Present,Y,4,5,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,9,Y,43.35,69.6,59.85,0.7,48.72,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,5,6,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/3/2019,2019,Yes - Site Surveyed,10,Y,48.35,26.6,21.3,0.04,1.06,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,0,1,mussels below 0
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,Yes - Site Surveyed,1,Y,4.09,83.2,70.5,0.79,65.72,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,Yes - Site Surveyed,2,Y,9.09,79.8,72.6,0.37,29.52,No,25,25,0.0625,Mussels Present,Mussels Present,Y,8,9,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,Yes - Site Surveyed,3,Y,14.09,77.4,73.1,0.96,74.3,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,2,3,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,Yes - Site Surveyed,4,Y,19.09,72.2,72.2,0.87,66,Yes,12.5,25,0.0313,Mussels Present,Mussels Present,Y,8,9,Wrong transect length was used..Sample quad position was 66
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,Yes - Site Surveyed,5,Y,24.09,73,73,0.05,3.65,No,6.25,6.25,0.0039,Mussels Present,Mussels Present,Y,1,2,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,Yes - Site Surveyed,6,Y,29.09,75.1,75.1,0.94,70.59,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,3,4,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,Yes - Site Surveyed,7,Y,34.09,77.2,74.2,0.36,27.79,No,12.5,25,0.0313,Mussels Present,Mussels Present,Y,5,6,
AKP,10,KATM,AKP_B10_MI_02,Kaflia,7/12/2021,2021,Yes - Site Surveyed,8,Y,39.09,73.8,71.6,0.52,38.37,No,12.5,12.5,0.0156,Mussels Present,Mussels Present,Y,1,2,
